"Titolo","Codice","Tipo","Volume","Autore (Cognome, Nome)","Autore (Cognome, Nome) copy","Autore (Cognome, Nome) copy copy","Anno di pubblicazione","Luogo","Editore","Tags","Fondo","Fondo (from Fondo)","pdf","Immagine","Collocazione","Disclaimer"
"Retorica e logica","01.1.PREGRET","Libro edito","","Preti, Giulio","","","1968","Torino","Einaudi","Filosofia","Venturati","Venturati","","","Biblioteca",""
"Discorsi per il Congresso socialista del 1968","01.1.PRELDIS","Libro edito","","Preti, Luigi","","","1968","Roma","SETI","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"32° Congresso Nazionale","01.1.PSI32C","Libro edito","","PSI","","","1957","Milano-Roma","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"33° Congresso Nazionale. Resoconto stenografico","01.1.PSI33C","Libro edito","","PSI","","","1959","Milano","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"34° congresso nazionale ","01.1.PSI34C","Libro edito","","PSI","","","1961","Milano ","Edizioni Avanti!","Socialismo,Politica","Venturati","Venturati","","","Biblioteca",""
"35° Congresso Nazionale. Resoconto integrale","01.1.PSI35C","Libro edito","","PSI","","","1964","Milano ","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Almanacco socialista","01.1.PSIALM","Libro edito","","PSI","","","1960","Milano","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"almanacco socialista 1961","01.1.PSIALM.61","Libro edito","","PSI","","","1961","Milano","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Conferenza Agraria Nazionale. Atti e resoconto","01.1.PSICON.58","Libro edito","","PSI","","","1958","Milano-Roma","Edizioni Avanti!","Politica,Socialismo,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Il Congresso Costitutivo della Federazione Giovanile Socialista","01.1.PSICON.62","Libro edito","","PSI","","","1962","Milano ","Edizioni Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Il Congresso dell'Unità Socialista. Parigi 19-20 luglio 1930","01.1.PSICON.66","Libro edito","","PSI","","","1966","Milano","Critica sociale","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Governare il cambiamento. Conferenza programmatica del PSI Rimini 1982","01.1.PSIGOV.82","Libro edito","","PSI","","","1982","Roma","Il compagno","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Governare il cambiamento. Conferenza programmatica del PSI Rimini 1982","01.1.PSIGOV.82bis","Libro edito","","PSI","","","1982","Roma","Il compagno","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"La Regione Lombarda. Atti del convegno regionale del PSI","01.1.PSILREG","Libro edito","","PSI lombardo","","","1960","Milano","Edizioni Avanti!","Politica,Socialismo,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Resoconto stenografico del XVII Congresso Nazionale del Partito Socialista Italiano","01.1.PSIRES","Libro edito","","PSI","","","1962","Milano","Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Donare. Il diario di Anna Maria","01.1.QUODON","Libro edito","","Quoist, Michel","","","1963","Torino","Borla","Biografico","Venturati","Venturati","","","Biblioteca",""
"Da Teheran a Yalta","01.1.RAGDAT","Libro edito","","Ragionieri, Ernesto","","","1965","Roma","Editori Riuniti","Politica,Esteri,Storia","Venturati","Venturati","","","Biblioteca",""
"America in fiamme","01.1.REEAME","Libro edito","","Reed, John","","","1970","Perugia ","Editori Riuniti ","Politica, Giornalismo, Esteri","Venturati","Venturati","","","Biblioteca",""
"Sessant'anni dopo. 28 ottobre 1922: il giorno che stravolse l'Italia","01.1.RÉPSES","Libro edito","","Répaci, Antonino","","","1982","Milano","Rizzoli","Storia,Fascismo","Venturati","Venturati","","","Biblioteca",""
"Per un'altra Italia ","01.1.REVPER","Libro edito","","Revel, Jean-François","","","1958","Milano ","C.M Lerici Editore","Storia,Politica","Venturati","Venturati","","","Biblioteca",""
"La prodigiosa storia dell'umanità ","01.1.RIBAPRO.2","Libro edito","2","Ribard, André ","","","1950","Novara","Einaudi ","Storia","Venturati","Venturati","","","Biblioteca",""
"Vicende Socialiste","01.1.RIBOVIC","Libro edito","","Riboldi, Ezio","","","1964","Milano ","Edizioni Azione Comune ","Socialismo,Politica","Venturati","Venturati","","","Biblioteca",""
"Angelo Tasca socialista","01.1.RIOANG","Libro edito","","Riosa, Alceo","","","1980","Padova","Marsilio Editori","Biografico,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Dove va l'URSS?","01.1.RIZDOV","Libro edito","","Rizzi, Bruno","","","1965","Milano","Azione Comune","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Le classi sociali in Italia ","01.1.ROMCLA","Libro edito","","Romano, Salvatore ","","","1965","Torino ","Einaudi","Politica,Storia","Venturati","Venturati","","","Biblioteca",""
"Diverso Parere","01.1.RONDIV","Libro edito","","Ronchey, Alberto ","","","1983","Milano ","Mondadori","Inchiesta,Politica","Venturati","Venturati","","","Biblioteca",""
"La scuola delle 150 ore","01.1.ROSSESCU","Libro edito","","Rossetti Pepe, Gabriella","","","1975","Milano","FrancoAngeli","Amministrazione","Venturati","Venturati","","","Biblioteca",""
"L'unificazione socialista","01.1.ROSSICCLUN","Libro edito","","Rossi, Cesare","Achilli, Fabrizio","","1969","Milano","Palazzi","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"No al fascismo","01.1.ROSSIENOA","Libro edito","","Rossi, Ernesto","","","1957","Torino","Einaudi","Politica,Fascismo","Venturati","Venturati","","","Biblioteca",""
"Petrolio in gabbia","01.1.ROSSIEPET","Libro edito","","Rossi, Ernesto ","Scalfari Eugenio","Piccardi Leopoldo","1955","Bari","Laterza","Economia,Politica","Venturati","Venturati","","","Biblioteca",""
"Piccola storia della biologia","01.1.ROSTPIC","Libro edito","","Rostand, Jean","","","1949","Torino","Einaudi","Storia","Venturati","Venturati","","","Biblioteca",""
"Il contratto sociale","01.1.ROUCON","Libro edito","","Rousseau, Jean-Jacques","","","1958","Torino","Einaudi","Filosofia politica","Venturati","Venturati","","","Biblioteca",""
"Gesù guerrigliero dell'indipendenza","01.1.ROYGES","Libro edito","","Roy, Raoul","","","1979","Milano","Mursia","Politica","Venturati","Venturati","","","Biblioteca",""
"La grande impresa nella società moderna","01.1.RUFGRA","Libro edito","","Ruffolo, Giorgio","","","1967","Torino","Einaudi","Economia","Venturati","Venturati","","","Biblioteca",""
"Giovanni Verga","01.1.RUSGIO","Libro edito","","Russo, Luigi","","","1976","Roma-Bari","Laterza","Biografico,Letteratura","Venturati","Venturati","","","Biblioteca",""
"Il compromesso storico. Obiezioni di un comunista","01.1.SALECOM","Libro edito","","Salerno, Michele","","","1977","Roma","Lerici","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Educazione. Ragione e democrazione","01.1.SALVADMEDU","Libro edito","","Salvadori, Massimo","","","1959","Roma","Opere Nuove","Educazione","Venturati","Venturati","","","Biblioteca",""
"Gaetano Salvemini","01.1.SALVADMGAE","Libro edito","","Salvadori, Massimo L.","","","1963","Torino","Einaudi","Biografico","Venturati","Venturati","","","Biblioteca",""
"la boje!","01.1.SALVADRBOJ","Libro edito","","Salvadori, Rinaldo","","","1962","Milano","Edizioni Avanti!","Narrativa","Venturati","Venturati","","","Biblioteca",""
"Pensiero e azione del Risorgimento","01.1.SALVATPEN","Libro edito","","Salvatorelli, Luigi","","","1960","Torino","Einaudi","Storia","Venturati","Venturati","","","Biblioteca",""
"Stato e chiesa","01.1.SALVATSTA","Libro edito","","Salvatorelli, Luigi","","","1957","Bari","Laterza","Politica,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Clericali e laici","01.1.SALVECLE","Libro edito","","Salvemini, Gaetano","","","1958","Milano","Parenti","Politica,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Scritti sulla questione meridionale","01.1.SALVESCR","Libro edito","","Salvemini, Gaetano","","","1955","Torino","Einaudi","Politica","Venturati","Venturati","","","Biblioteca",""
"L'Italia delle regioni","01.1.SANALIT","Libro edito","","Santarelli, Enzo","","","1966","Roma","LDC","Politica,Amministrazione","Venturati","Venturati","","","Biblioteca",""
"Per un progetto economico in Italia ","01.1.SANOPER","Libro edito","","Santoro, Carlo","Mazzocchi Giancarlo","","1975","Venezia-Padova ","Marsilio Editore","Economia","Venturati","Venturati","","","Biblioteca",""
"L'economia nei paesi industrializzati","01.1.SARACLEC","Libro edito","","Saraceno, P.","","","1970","Milano","Etas Kompass","Economia","Venturati","Venturati","","","Biblioteca",""
"Giovanni Faraboli. Apostolo di socialismo e di italianità","01.1.SARAGGIO","Libro edito","","Saragat, Giuseppe","","","1955","Reggio Emilia","La Giustizia","Politica,Socialismo,Biografico","Venturati","Venturati","","","Biblioteca",""
"Quaranta anni di lotta per la democrazia. Scritti e discorsi 1925-1965","01.1.SARAGQUA","Libro edito","","Saragat, Giuseppe","","","1966","Milano","Mursia","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Socialismo democratico e socialismo totalitario. Per l'autonomia del Partito Socialista","01.1.SARAGSOD","Libro edito","","Saragat, Giuseppe","","","1946","Milano","Critica Sociale","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Socialismo e libertà","01.1.SARAGSOL","Libro edito","","Saragat, Giuseppe","","","1945","Roma","Casa Editrice Avanti!","Politica,Socialismo","Venturati","Venturati","","","Biblioteca",""
"La classe operaia nella Germania Est","01.1.SARECLA","Libro edito","","Sarel, Benno","","","1959","Torino","Einaudi","Inchiesta,Operaismo,Esteri","Venturati","Venturati","","","Biblioteca",""
"Federazione Sindacale Mondiale","01.1.SASFFED","Libro edito","","Sassano, Fidia","","","1967","Milano","Azione Comune","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Pinelli: Un suicidio di stato","01.1.SASMPIN","Libro edito","","Sassano, Marco","","","1971","Padova","Marsilio ","Politica,Inchiesta,Anarchismo","Venturati","Venturati","","","Biblioteca",""
"Storia della letteratura francese","01.1.SAUSTO","Libro edito","","Saunier, V. L.","","","1964","Torino","Einaudi","Storia,Letteratura","Venturati","Venturati","","","Biblioteca",""
"Interviste ai potenti","01.1.SCAINT","Libro edito","","Scalfari, Eugenio","","","1979","Milano","Mondadori","Giornalismo,Politica","Venturati","Venturati","","","Biblioteca",""
"L'autunno della Repubblica. La mappa del potere in Italia","01.1.SCALAU","Libro edito","","Scalfari, Eugenio","","","1969","Milano","Etas Kompass","Inchiesta,Politica","Venturati","Venturati","","","Biblioteca",""
"I Mille Giorni di John F. Kennedy","01.1.SCHAMIL","Libro edito","","Schlesinger, Arthur M.","","","1966","Milano","Rizzoli","Storia,Esteri","Venturati","Venturati","","","Biblioteca",""
"Il Partito Comunista nell'URSS","01.1.SCHRPAR","Libro edito","","Schlesinger, Rudolf","","","1962","Milano","Feltrinelli","Politica,Esteri,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Lapalma va a nord","01.1.SCILAP","Libro edito","","Sciascia, Leonardo","","","1982","Milano","Gammalibri","Inchiesta","Venturati","Venturati","","","Biblioteca",""
"Nero su nero","01.1.SCINER","Libro edito","","Sciascia, Leonardo","","","1979","Torino","Einaudi","Biografico","Venturati","Venturati","","","Biblioteca",""
"Chiesa e Stato nella storia d'Italia","01.1.SCOCHI","Libro edito","","Scoppola, Pietro","","","1967","Bari","Laterza","Storia,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Dissenso politico e violenza","01.1.SEGDIS","Libro edito","","Segre, Umberto","","","1980","Padova","Marsilio Editori","Politica","Venturati","Venturati","","","Biblioteca",""
"Filosofia delle scienze","01.1.SELFIL","Libro edito","","Selvaggi, Filippo","","","1953","Roma ","Civiltà Cattolica","Filosofia","Venturati","Venturati","","","Biblioteca",""
"Un bagaglio che scotta","01.1.SENBAG","Libro edito","","Seniga, Giulio","","","1973","Milano","Azione Comune","Biografico","Venturati","Venturati","","","Biblioteca",""
"Israele '67","01.1.SENISR","Libro edito","","Seniga, Giulio","","","1967","Milano","Azione Comune","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Togliatti e Stalin","01.1.SENTOG","Libro edito","","Seniga, Giulio","","","1961","Roma","Sugarco","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Il capitalismo nelle campagne (1860 -1900)","01.1.SERECAP","Libro edito","","Sereni, Emilio","","","1948","Novara","Einaudi","Socialismo,Politica","Venturati","Venturati","","","Biblioteca",""
"La disputa sui partiti","01.1.SERNDIS","Libro edito","","Sernini, Michele","","","1968","Padova ","Marsilio Editori","Politica","Venturati","Venturati","","","Biblioteca",""
"L'Italia l'è malada","01.1.SEROLIT","Libro edito","","Seroni, Adriano","","","1955","Milano-Roma","Edizioni Avanti!","Narrativa,Politica","Venturati","Venturati","","","Biblioteca",""
"La sfida americana","01.1.SERVSFI","Libro edito","","Servan-Schreiber, Jean-Jacques","","","1968","Milano","Etas Kompass","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Dizionario storico politico italiano","01.1.SESDIZ","Libro edito","","Sestan, Ernesto","","","1971","Firenze","Sansoni","Politica","Venturati","Venturati","","","Biblioteca",""
"La verità sull'economia cecoslovacca","01.1.SIKVER","Libro edito","","Sik, Ota","","","1969","Milano","Etas Kompass","Economia,Esteri,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Quando muore un comunista","01.1.SIRQUA","Libro edito","","Sironi, Antonio","","","1955","Milano","Edizioni Avanti!","Narrativa,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Eugenio Colorni","01.1.SOLEUG","Libro edito","","Solari, Leo","","","1980","Padova","Marsilio Editori","Biografico,Resistenza","Venturati","Venturati","","","Biblioteca",""
"La revisione del concordato","01.1.SPAREV","Libro edito","","Spadolini, Giovanni","","","1979","Firenze","Le Monnier","Politica,Chiesa,Giuridico","Venturati","Venturati","","","Biblioteca",""
"Storia dell'età moderna","01.1.SPISTO.1","Libro edito","1","Spini, Giorgio","","","1965","Torino","Einaudi ","Storia","Venturati","Venturati","","","Biblioteca",""
"Storia dell'età moderna","01.1.SPISTO.2","Libro edito","2","Spini, Giorgio","","","1965","Torino","Einaudi ","Storia","Venturati","Venturati","","","Biblioteca",""
"Storia dell'età moderna","01.1.SPISTO.3","Libro edito","3","Spini, Giorgio","","","1965","Torino","Einaudi ","Storia","Venturati","Venturati","","","Biblioteca",""
"Problemi di storia del Partito Comunista Italiano","01.1.SPRPRO","Libro edito","","Spriano, Paolo","","","1971","Roma","Editori Riuniti","Storia,Comunismo,Politica","Venturati","Venturati","","","Biblioteca",""
"La Questione Italiana al Terzo Congresso della Internazionale Comunista","01.1.SPRQUE","Libro edito","","Spriano, Paolo","","","1980","Roma","Editori Riuniti","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"I Bonaparte. Storia di una famiglia","01.1.STACBON","Libro edito","","Stacton, David","","","1967","Milano","Club degli Editori","Storia","Venturati","Venturati","","","Biblioteca",""
"Questioni del leninismo","01.1.STALQUE","Libro edito","","Stalin, Giuseppe","","","1946","Mosca","Edizioni in lingue estere","Politica,Comunismo","Venturati","Venturati","","","Biblioteca",""
"Storia di preti e di palazzinari","01.1.STATSTO","Libro edito","","Statera, Alberto","","","1977","Roma","L'Espresso","Inchiesta,Chiesa","Venturati","Venturati","","","Biblioteca",""
"Il Verdetto dei tre decenni","01.1.STEIVER","Libro edito","","Steinberg, Julien","","","1952","Milano","Sperling & Kupfer","Politica","Venturati","Venturati","","","Biblioteca",""
"Dialogo con Giorgio Bocca sui fantasmi d'una generazione","01.1.STERDIA","Libro edito","","Sterpa, Egidio","","","1978","Milano","Nuova Editoriale","Politica","Venturati","Venturati","","","Biblioteca",""
"Il presente come storia ","01.1.SWEPRE","Libro edito","","Sweezy, Paul","","","1962","Torino","Einaudi ","Storia,Socialismo","Venturati","Venturati","","","Biblioteca",""
"Teoria della politica estera americana","01.1.SWETEO","Libro edito","","Sweezy, Paul M.","Huberman, Leo","","1963","Torino","Einaudi","Politica,Esteri","Venturati","Venturati","","","Biblioteca",""
"Oligopolio e progresso tecnico","01.1.SYLOLI","Libro edito","","Sylos Labini, Paolo","","","1964","Torino","Einaudi","Economia, Politica","Venturati","Venturati","","","Biblioteca",""
"Gaetano Salvemini nel cinquantennio liberale","01.1.TAGGAE","Libro edito","","Tagliacozzo, Enzo","","","1958","Firenze","La Nuova Italia","Politica,Storia","Venturati","Venturati","","","Biblioteca",""
"Bilancio del marxismo","01.1.TAMBIL","Libro edito","","Tamburano, G.","Landolfi, A.","Galli, G.","1965","Urbino ","Cappelli","Politica,Comunismo,Socialismo","Venturati","Venturati","","","Biblioteca",""
